Subject_Name,Evaluation_Name,Student_Name,Grade
Art,TP10,Grace Brown,1.0
Art,TP5,Grace Cyan,9.0
Art,TP10,Grace Davis,1.0
Art,TP1,Grace Gray,2.0
Art,TP1,Grace Green,6.0
Art,TP7,Grace Indigo,6.0
Art,TP4,Grace Johnson,4.0
Art,TP4,Grace Magenta,4.0
Art,TP6,Grace Orange,8.0
Art,TP5,Grace Pink,9.0
Art,TP10,Grace Purple,2.0
Art,TP5,Grace Red,5.0
Art,TP5,Grace Teal,1.0
Art,TP9,Grace Violet,4.0
Art,TP8,Grace White,5.0
Art,TP8,Grace Yellow,2.0
Art,TP7,Hank Azure,6.0
Art,TP9,Hank Beige,5.0
Art,TP7,Hank Black,2.0
Art,TP Final,Hank Blue,5.0
Art,TP8,Hank Brown,9.0
Art,TP1,Hank Cyan,3.0
Art,TP9,Hank Davis,4.0
Art,TP9,Hank Gray,2.0
Art,TP9,Hank Green,8.0
Art,TP4,Hank Indigo,1.0
Art,TP10,Hank Johnson,4.0
Art,TP9,Hank Magenta,2.0
Art,TP Final,Hank Orange,4.0
Art,TP3,Hank Pink,10.0
Art,TP2,Hank Purple,8.0
Art,TP9,Hank Red,3.0
Art,TP1,Hank Teal,5.0
Art,TP Final,Hank Violet,1.0
Art,TP8,Hank White,0.0
Art,TP10,Hank Yellow,2.0
Art,TP3,Ivy Azure,5.0
Art,TP3,Ivy Beige,7.0
Art,TP2,Ivy Black,0.0
Art,TP8,Ivy Blue,2.0
Art,TP10,Ivy Brown,1.0
Art,TP4,Ivy Cyan,4.0
Art,TP Final,Ivy Davis,4.0
Art,TP6,Ivy Gray,10.0
Art,TP Final,Ivy Green,0.0
Art,TP6,Ivy Indigo,3.0
Art,TP Final,Ivy Johnson,6.0
Art,TP10,Ivy Magenta,1.0
Art,TP2,Ivy Orange,3.0
Art,TP7,Ivy Pink,2.0
Art,TP Final,Ivy Purple,2.0
Art,TP2,Ivy Red,4.0
Art,TP4,Ivy Teal,5.0
Art,TP10,Ivy Violet,3.0
Art,TP4,Ivy White,1.0
Art,TP3,Ivy Yellow,3.0
Art,TP8,Jack Azure,4.0
Art,TP6,Jack Beige,7.0
Art,TP Final,Jack Black,2.0
Art,TP6,Jack Blue,8.0
Art,TP3,Jack Brown,2.0
Art,TP6,Jack Cyan,1.0
Art,TP9,Jack Davis,7.0
Art,TP1,Jack Gray,8.0
Art,TP10,Jack Green,5.0
Art,TP8,Jack Indigo,1.0
Art,TP2,Jack Johnson,4.0
Art,TP9,Jack Magenta,10.0
Art,TP2,Jack Orange,3.0
Art,TP10,Jack Pink,9.0
Art,TP9,Jack Purple,6.0
Art,TP1,Jack Red,7.0
Art,TP3,Jack Teal,4.0
Art,TP5,Jack Violet,1.0
Art,TP5,Jack White,1.0
Art,TP1,Jack Yellow,2.0
Art,TP10,Kelly Azure,5.0
Art,TP10,Kelly Beige,4.0
Art,TP4,Kelly Black,5.0
Art,TP7,Kelly Blue,8.0
Art,TP4,Kelly Brown,3.0
Art,TP6,Kelly Cyan,2.0
Art,TP1,Kelly Davis,5.0
Art,TP5,Kelly Gray,8.0
Art,TP6,Kelly Green,1.0
Art,TP3,Kelly Indigo,8.0
Art,TP10,Kelly Johnson,0.0
Art,TP3,Kelly Magenta,7.0
Art,TP2,Kelly Orange,3.0
Art,TP4,Kelly Pink,8.0
Art,TP Final,Kelly Purple,1.0
Art,TP3,Kelly Red,5.0
Art,TP9,Kelly Teal,0.0
Art,TP7,Kelly Violet,2.0
Art,TP6,Kelly White,5.0
Art,TP10,Kelly Yellow,3.0
Art,TP7,Liam Azure,2.0
Art,TP3,Liam Beige,6.0
Art,TP10,Liam Black,1.0
Art,TP4,Liam Blue,8.0
Art,TP7,Liam Brown,3.0
Art,TP7,Liam Cyan,4.0
Art,TP2,Liam Davis,4.0
Art,TP9,Liam Gray,3.0
Art,TP1,Liam Green,7.0
Art,TP2,Liam Indigo,10.0
Art,TP8,Liam Johnson,6.0
Art,TP8,Liam Magenta,10.0
Art,TP Final,Liam Orange,3.0
Art,TP2,Liam Pink,4.0
Art,TP Final,Liam Purple,5.0
Art,TP3,Liam Red,1.0
Art,TP2,Liam Teal,7.0
Art,TP4,Liam Violet,1.0
Art,TP5,Liam White,8.0
Art,TP5,Liam Yellow,1.0
Art,TP Final,Mona Azure,3.0
Art,TP1,Mona Beige,1.0
Art,TP Final,Mona Black,10.0
Art,TP5,Mona Blue,9.0
Art,TP8,Mona Brown,5.0
Art,TP7,Mona Cyan,7.0
Art,TP3,Mona Davis,1.0
Art,TP4,Mona Gray,8.0
Art,TP10,Mona Green,1.0
Art,TP6,Mona Indigo,2.0
Art,TP7,Mona Johnson,3.0
Art,TP Final,Mona Magenta,6.0
Art,TP2,Mona Orange,9.0
Art,TP8,Mona Pink,4.0
Art,TP7,Mona Purple,1.0
Art,TP8,Mona Red,9.0
Art,TP9,Mona Teal,6.0
Art,TP8,Mona Violet,0.0
Art,TP8,Mona White,4.0
Art,TP10,Mona Yellow,7.0
Art,TP2,Nick Azure,3.0
Art,TP2,Nick Beige,2.0
Art,TP5,Nick Black,1.0
Art,TP8,Nick Blue,7.0
Art,TP9,Nick Brown,8.0
Art,TP8,Nick Cyan,4.0
Art,TP7,Nick Davis,6.0
Art,TP10,Nick Gray,3.0
Art,TP8,Nick Green,3.0
Art,TP10,Nick Indigo,9.0
Art,TP9,Nick Johnson,6.0
Art,TP3,Nick Magenta,3.0
Art,TP3,Nick Orange,0.0
Art,TP6,Nick Pink,2.0
Art,TP9,Nick Purple,3.0
Art,TP4,Nick Red,4.0
Art,TP5,Nick Teal,7.0
Art,TP9,Nick Violet,9.0
Art,TP7,Nick White,2.0
Art,TP6,Nick Yellow,8.0
Art,TP7,Olivia Azure,5.0
Art,TP9,Olivia Beige,7.0
Art,TP6,Olivia Black,7.0
Art,TP10,Olivia Blue,4.0
Art,TP5,Olivia Brown,2.0
Art,TP3,Olivia Cyan,1.0
Art,TP6,Olivia Davis,5.0
Art,TP6,Olivia Gray,8.0
Art,TP7,Olivia Green,8.0
Art,TP6,Olivia Indigo,9.0
Art,TP1,Olivia Johnson,5.0
Art,TP1,Olivia Magenta,10.0
Art,TP6,Olivia Orange,1.0
Art,TP4,Olivia Pink,2.0
Art,TP6,Olivia Purple,3.0
Art,TP6,Olivia Red,3.0
Art,TP9,Olivia Teal,5.0
Art,TP8,Olivia Violet,2.0
Art,TP Final,Olivia White,2.0
Art,TP1,Olivia Yellow,3.0
Art,TP9,Paul Azure,8.0
Art,TP1,Paul Beige,3.0
Art,TP1,Paul Black,4.0
Art,TP Final,Paul Blue,7.0
Art,TP10,Paul Brown,8.0
Art,TP8,Paul Cyan,7.0
Art,TP Final,Paul Davis,2.0
Art,TP Final,Paul Gray,9.0
Art,TP9,Paul Green,9.0
Art,TP1,Paul Indigo,1.0
Art,TP6,Paul Johnson,8.0
Art,TP9,Paul Magenta,8.0
Art,TP4,Paul Orange,9.0
Art,TP1,Paul Pink,8.0
Art,TP Final,Paul Purple,3.0
Art,TP1,Paul Red,7.0
Art,TP8,Paul Teal,8.0
Art,TP4,Paul Violet,9.0
Art,TP6,Paul White,3.0
Art,TP1,Paul Yellow,1.0
Art,TP4,Quincy Azure,9.0
Art,TP5,Quincy Beige,3.0
Art,TP8,Quincy Black,7.0
Art,TP10,Quincy Blue,3.0
Art,TP Final,Quincy Brown,3.0
Art,TP10,Quincy Cyan,7.0
Art,TP2,Quincy Davis,5.0
Art,TP3,Quincy Gray,1.0
Art,TP5,Quincy Green,1.0
Art,TP3,Quincy Indigo,8.0
Art,TP8,Quincy Johnson,2.0
Art,TP3,Quincy Magenta,4.0
Art,TP10,Quincy Orange,8.0
Art,TP3,Quincy Pink,4.0
Art,TP3,Quincy Purple,9.0
Art,TP1,Quincy Red,9.0
Art,TP4,Quincy Teal,0.0
Art,TP4,Quincy Violet,1.0
Art,TP1,Quincy White,9.0
Art,TP8,Quincy Yellow,9.0
Art,TP9,Rita Azure,8.0
Art,TP4,Rita Beige,2.0
Art,TP Final,Rita Black,6.0
Art,TP8,Rita Blue,6.0
Art,TP10,Rita Brown,1.0
Art,TP1,Rita Cyan,7.0
Art,TP1,Rita Davis,0.0
Art,TP7,Rita Gray,7.0
Art,TP3,Rita Green,3.0
Art,TP1,Rita Indigo,1.0
Art,TP3,Rita Johnson,3.0
Art,TP Final,Rita Magenta,7.0
Art,TP3,Rita Orange,6.0
Art,TP1,Rita Pink,9.0
Art,TP1,Rita Purple,0.0
Art,TP5,Rita Red,5.0
Art,TP Final,Rita Teal,9.0
Art,TP3,Rita Violet,9.0
Art,TP3,Rita White,0.0
Art,TP10,Rita Yellow,9.0
Art,TP9,Sam Azure,3.0
Art,TP4,Sam Beige,6.0
Art,TP9,Sam Black,8.0
Art,TP5,Sam Blue,5.0
Art,TP2,Sam Brown,5.0
Art,TP8,Sam Cyan,4.0
Art,TP5,Sam Davis,1.0
Art,TP8,Sam Gray,9.0
Art,TP5,Sam Green,5.0
Art,TP9,Sam Indigo,3.0
Art,TP6,Sam Johnson,3.0
Art,TP10,Sam Magenta,7.0
Art,TP2,Sam Orange,7.0
Art,TP Final,Sam Pink,6.0
Art,TP9,Sam Purple,1.0
Art,TP4,Sam Red,6.0
Art,TP2,Sam Teal,10.0
Art,TP3,Sam Violet,3.0
Art,TP4,Sam White,8.0
Biology,Examen Final,Alice Azure,4.766666666666667
Biology,Examen Final,Alice Black,4.233333333333333
Biology,Segundo Parcial,Alice Blue,5.233333333333333
Biology,Primer Parcial,Alice Brown,5.033333333333333
Biology,Examen Final,Alice Cyan,4.633333333333334
Biology,Segundo Parcial,Alice Davis,4.733333333333333
Biology,Examen Final,Alice Gray,4.7
Biology,Primer Parcial,Alice Green,5.0
Biology,Primer Parcial,Alice Indigo,5.5
Biology,Examen Final,Alice Johnson,5.066666666666666
Biology,Primer Parcial,Alice Magenta,4.5
Biology,Primer Parcial,Alice Orange,5.1
Biology,Segundo Parcial,Alice Pink,5.6
Biology,Primer Parcial,Alice Purple,5.133333333333334
Biology,Segundo Parcial,Alice Red,4.333333333333333
Biology,Examen Final,Alice Teal,4.533333333333333
Biology,Segundo Parcial,Alice Violet,5.933333333333334
Biology,Segundo Parcial,Alice White,4.666666666666667
Biology,Primer Parcial,Alice Yellow,4.833333333333333
Biology,Segundo Parcial,Bob Azure,5.566666666666666
Biology,Primer Parcial,Bob Beige,5.333333333333333
Biology,Segundo Parcial,Bob Black,5.133333333333334
Biology,Examen Final,Bob Blue,4.9
Biology,Examen Final,Bob Brown,5.166666666666667
Biology,Examen Final,Bob Cyan,5.2
Biology,Primer Parcial,Bob Davis,5.333333333333333
Biology,Primer Parcial,Bob Gray,4.466666666666667
Biology,Segundo Parcial,Bob Green,5.533333333333333
Biology,Primer Parcial,Bob Indigo,4.7
Biology,Examen Final,Bob Johnson,5.8
Biology,Primer Parcial,Bob Magenta,5.166666666666667
Biology,Primer Parcial,Bob Orange,5.1
Biology,Primer Parcial,Bob Pink,5.133333333333334
Biology,Segundo Parcial,Bob Purple,4.866666666666666
Biology,Examen Final,Bob Red,4.0
Biology,Examen Final,Bob Teal,6.066666666666666
Biology,Examen Final,Bob Violet,5.433333333333334
Biology,Primer Parcial,Bob White,5.4
Biology,Examen Final,Bob Yellow,4.5
Biology,Examen Final,Charlie Azure,5.266666666666667
Biology,Primer Parcial,Charlie Beige,4.7
Biology,Examen Final,Charlie Black,5.366666666666666
Biology,Segundo Parcial,Charlie Blue,5.1
Biology,Segundo Parcial,Charlie Brown,5.333333333333333
Biology,Primer Parcial,Charlie Cyan,4.466666666666667
Biology,Segundo Parcial,Charlie Davis,4.6
Biology,Primer Parcial,Charlie Gray,4.6
Biology,Segundo Parcial,Charlie Green,5.5
Biology,Segundo Parcial,Charlie Indigo,5.733333333333333
Biology,Examen Final,Charlie Johnson,4.8
Biology,Primer Parcial,Charlie Magenta,5.233333333333333
Biology,Examen Final,Charlie Orange,5.966666666666667
Biology,Segundo Parcial,Charlie Pink,5.166666666666667
Biology,Primer Parcial,Charlie Purple,4.066666666666666
Biology,Examen Final,Charlie Red,4.5
Biology,Examen Final,Charlie Teal,4.933333333333334
Biology,Examen Final,Charlie Violet,5.3
Biology,Primer Parcial,Charlie White,4.8
Biology,Segundo Parcial,Charlie Yellow,4.933333333333334
Biology,Examen Final,Dana Azure,4.6
Biology,Examen Final,Dana Beige,5.833333333333333
Biology,Segundo Parcial,Dana Black,4.9
Biology,Examen Final,Dana Blue,5.7
Biology,Examen Final,Dana Brown,4.366666666666666
Biology,Primer Parcial,Dana Cyan,4.966666666666667
Biology,Primer Parcial,Dana Davis,4.6
Biology,Segundo Parcial,Dana Gray,4.266666666666667
Biology,Examen Final,Dana Green,5.066666666666666
Biology,Primer Parcial,Dana Indigo,5.533333333333333
Biology,Segundo Parcial,Dana Johnson,5.633333333333334
Biology,Examen Final,Dana Magenta,4.733333333333333
Biology,Primer Parcial,Dana Orange,4.633333333333334
Biology,Segundo Parcial,Dana Pink,4.466666666666667
Biology,Examen Final,Dana Purple,4.033333333333333
Biology,Examen Final,Dana Red,4.7
Biology,Primer Parcial,Dana Teal,5.1
Biology,Examen Final,Dana Violet,5.566666666666666
Biology,Examen Final,Dana White,5.866666666666666
Biology,Examen Final,Dana Yellow,5.166666666666667
Biology,Primer Parcial,Eve Azure,6.1
Biology,Examen Final,Eve Beige,4.033333333333333
Biology,Examen Final,Eve Black,3.966666666666667
Biology,Primer Parcial,Eve Blue,4.233333333333333
Biology,Primer Parcial,Eve Brown,5.133333333333334
Biology,Primer Parcial,Eve Cyan,4.866666666666666
Biology,Examen Final,Eve Davis,3.8666666666666667
Biology,Examen Final,Eve Gray,5.633333333333334
Biology,Examen Final,Eve Green,4.866666666666666
Biology,Examen Final,Eve Indigo,5.066666666666666
Biology,Primer Parcial,Eve Johnson,4.633333333333334
Biology,Segundo Parcial,Eve Magenta,4.9
Biology,Segundo Parcial,Eve Orange,5.366666666666666
Biology,Segundo Parcial,Eve Pink,5.466666666666667
Biology,Primer Parcial,Eve Purple,5.433333333333334
Biology,Primer Parcial,Eve Red,5.2
Biology,Segundo Parcial,Eve Teal,4.633333333333334
Biology,Segundo Parcial,Eve Violet,5.8
Biology,Segundo Parcial,Eve White,4.4
Biology,Examen Final,Eve Yellow,5.9
Biology,Examen Final,Frank Azure,5.9
Biology,Segundo Parcial,Frank Beige,4.933333333333334
Biology,Segundo Parcial,Frank Black,5.7
Biology,Segundo Parcial,Frank Blue,5.433333333333334
Biology,Primer Parcial,Frank Brown,4.9
Biology,Primer Parcial,Frank Cyan,5.166666666666667
Biology,Examen Final,Frank Davis,4.866666666666666
Biology,Examen Final,Frank Gray,4.6
Biology,Examen Final,Frank Green,5.633333333333334
Biology,Segundo Parcial,Frank Indigo,6.4
Biology,Primer Parcial,Frank Johnson,4.766666666666667
Biology,Primer Parcial,Frank Magenta,5.2
Biology,Segundo Parcial,Frank Orange,5.9
Biology,Examen Final,Frank Pink,4.566666666666666
Biology,Segundo Parcial,Frank Purple,3.466666666666667
Biology,Examen Final,Frank Red,5.9
Biology,Examen Final,Frank Teal,4.666666666666667
Biology,Segundo Parcial,Frank Violet,4.933333333333334
Biology,Segundo Parcial,Frank White,4.8
Biology,Segundo Parcial,Frank Yellow,5.1
Biology,Examen Final,Grace Azure,6.066666666666666
Biology,Primer Parcial,Grace Beige,4.233333333333333
Biology,Examen Final,Grace Black,5.0
Biology,Examen Final,Grace Blue,5.233333333333333
Biology,Segundo Parcial,Grace Brown,4.833333333333333
Biology,Segundo Parcial,Grace Cyan,4.133333333333334
Biology,Primer Parcial,Grace Davis,4.233333333333333
Biology,Primer Parcial,Grace Gray,5.333333333333333
Biology,Segundo Parcial,Grace Green,4.8
Biology,Segundo Parcial,Grace Indigo,5.5
Biology,Examen Final,Grace Johnson,5.566666666666666
Biology,Examen Final,Grace Magenta,4.5
Biology,Segundo Parcial,Grace Orange,5.6
Biology,Examen Final,Grace Pink,5.233333333333333
Biology,Primer Parcial,Grace Purple,5.0
Biology,Examen Final,Grace Red,4.366666666666666
Biology,Examen Final,Grace Teal,4.733333333333333
Biology,Examen Final,Grace Violet,4.4
Biology,Examen Final,Grace White,4.833333333333333
Biology,Segundo Parcial,Grace Yellow,5.166666666666667
Biology,Examen Final,Hank Azure,4.833333333333333
Biology,Primer Parcial,Hank Beige,5.1
Biology,Primer Parcial,Hank Black,4.266666666666667
Biology,Examen Final,Hank Blue,5.766666666666667
Biology,Primer Parcial,Hank Brown,4.7
Biology,Primer Parcial,Hank Cyan,5.033333333333333
Biology,Primer Parcial,Hank Davis,5.1
Biology,Primer Parcial,Hank Gray,5.4
Biology,Examen Final,Hank Green,5.533333333333333
Biology,Segundo Parcial,Hank Indigo,4.2
Biology,Primer Parcial,Hank Johnson,4.966666666666667
Biology,Examen Final,Hank Magenta,5.9
Biology,Examen Final,Hank Orange,5.266666666666667
Biology,Primer Parcial,Hank Pink,4.666666666666667
Biology,Segundo Parcial,Hank Purple,6.4
Biology,Primer Parcial,Hank Red,5.833333333333333
Biology,Primer Parcial,Hank Teal,4.9
Biology,Segundo Parcial,Hank Violet,4.8
Biology,Examen Final,Hank White,5.4
Biology,Segundo Parcial,Hank Yellow,5.366666666666666
Biology,Examen Final,Ivy Azure,3.9
Biology,Primer Parcial,Ivy Beige,5.966666666666667
Biology,Segundo Parcial,Ivy Black,5.366666666666666
Biology,Segundo Parcial,Ivy Blue,4.433333333333334
Biology,Segundo Parcial,Ivy Brown,5.366666666666666
Biology,Examen Final,Ivy Cyan,4.433333333333334
Biology,Examen Final,Ivy Davis,4.933333333333334
Biology,Segundo Parcial,Ivy Gray,3.8
Biology,Primer Parcial,Ivy Green,4.366666666666666
Biology,Segundo Parcial,Ivy Indigo,4.766666666666667
Biology,Primer Parcial,Ivy Johnson,5.566666666666666
Biology,Primer Parcial,Ivy Magenta,5.233333333333333
Biology,Examen Final,Ivy Orange,5.3
Biology,Primer Parcial,Ivy Pink,5.166666666666667
Biology,Examen Final,Ivy Purple,5.966666666666667
Biology,Segundo Parcial,Ivy Red,5.033333333333333
Biology,Primer Parcial,Ivy Teal,4.966666666666667
Biology,Examen Final,Ivy Violet,5.166666666666667
Biology,Examen Final,Ivy White,5.0
Biology,Primer Parcial,Ivy Yellow,4.766666666666667
Biology,Examen Final,Jack Azure,4.566666666666666
Biology,Primer Parcial,Jack Beige,5.566666666666666
Biology,Examen Final,Jack Black,5.633333333333334
Biology,Segundo Parcial,Jack Blue,4.866666666666666
Biology,Segundo Parcial,Jack Brown,3.933333333333333
Biology,Primer Parcial,Jack Cyan,6.766666666666667
Biology,Examen Final,Jack Davis,4.233333333333333
Biology,Segundo Parcial,Jack Gray,5.033333333333333
Biology,Segundo Parcial,Jack Green,4.133333333333334
Biology,Segundo Parcial,Jack Indigo,5.7
Biology,Segundo Parcial,Jack Johnson,5.533333333333333
Biology,Primer Parcial,Jack Magenta,5.3
Biology,Segundo Parcial,Jack Orange,4.5
Biology,Examen Final,Jack Pink,5.0
Biology,Segundo Parcial,Jack Purple,5.033333333333333
Biology,Segundo Parcial,Jack Red,5.166666666666667
Biology,Segundo Parcial,Jack Teal,5.066666666666666
Biology,Examen Final,Jack Violet,5.266666666666667
Biology,Primer Parcial,Jack White,5.033333333333333
Biology,Primer Parcial,Jack Yellow,5.1
Biology,Primer Parcial,Kelly Azure,6.3
Biology,Segundo Parcial,Kelly Beige,5.833333333333333
Biology,Examen Final,Kelly Black,5.166666666666667
Biology,Segundo Parcial,Kelly Blue,6.066666666666666
Biology,Segundo Parcial,Kelly Brown,5.666666666666667
Biology,Segundo Parcial,Kelly Cyan,4.733333333333333
Biology,Segundo Parcial,Kelly Davis,4.933333333333334
Biology,Segundo Parcial,Kelly Gray,5.866666666666666
Biology,Segundo Parcial,Kelly Green,4.7
Biology,Examen Final,Kelly Indigo,5.3
Biology,Segundo Parcial,Kelly Johnson,5.833333333333333
Biology,Primer Parcial,Kelly Magenta,5.466666666666667
Biology,Primer Parcial,Kelly Orange,5.033333333333333
Biology,Examen Final,Kelly Pink,4.266666666666667
Biology,Segundo Parcial,Kelly Purple,4.766666666666667
Biology,Segundo Parcial,Kelly Red,4.666666666666667
Biology,Primer Parcial,Kelly Teal,4.266666666666667
Biology,Segundo Parcial,Kelly Violet,4.533333333333333
Biology,Primer Parcial,Kelly White,4.4
Biology,Examen Final,Kelly Yellow,4.7
Biology,Examen Final,Liam Azure,5.4
Biology,Primer Parcial,Liam Beige,5.533333333333333
Biology,Examen Final,Liam Black,5.3
Biology,Examen Final,Liam Blue,5.7
Biology,Primer Parcial,Liam Brown,5.1
Biology,Examen Final,Liam Cyan,4.366666666666666
Biology,Primer Parcial,Liam Davis,4.866666666666666
Biology,Primer Parcial,Liam Gray,4.733333333333333
Biology,Segundo Parcial,Liam Green,4.6
Biology,Segundo Parcial,Liam Indigo,4.166666666666667
Biology,Primer Parcial,Liam Johnson,5.0
Biology,Segundo Parcial,Liam Magenta,4.7
Biology,Segundo Parcial,Liam Orange,5.3
Biology,Primer Parcial,Liam Pink,5.633333333333334
Biology,Segundo Parcial,Liam Purple,4.033333333333333
Biology,Examen Final,Liam Red,5.166666666666667
Biology,Examen Final,Liam Teal,4.933333333333334
Biology,Primer Parcial,Liam Violet,5.166666666666667
Biology,Examen Final,Liam White,4.833333333333333
Biology,Primer Parcial,Liam Yellow,4.1
Biology,Primer Parcial,Mona Azure,4.366666666666666
Biology,Examen Final,Mona Beige,5.933333333333334
Biology,Examen Final,Mona Black,4.933333333333334
Biology,Segundo Parcial,Mona Blue,5.633333333333334
Biology,Primer Parcial,Mona Brown,4.533333333333333
Biology,Primer Parcial,Mona Cyan,4.533333333333333
Biology,Primer Parcial,Mona Davis,5.5
Biology,Primer Parcial,Mona Gray,4.866666666666666
Biology,Primer Parcial,Mona Green,4.6
Biology,Examen Final,Mona Indigo,5.266666666666667
Biology,Segundo Parcial,Mona Johnson,4.633333333333334
Biology,Primer Parcial,Mona Magenta,5.566666666666666
Biology,Primer Parcial,Mona Orange,4.4
Biology,Examen Final,Mona Pink,4.466666666666667
Biology,Primer Parcial,Mona Purple,4.6
Biology,Segundo Parcial,Mona Red,4.966666666666667
Biology,Primer Parcial,Mona Teal,5.2
Biology,Examen Final,Mona Violet,4.166666666666667
Biology,Primer Parcial,Mona White,4.933333333333334
Biology,Primer Parcial,Mona Yellow,5.1
Biology,Segundo Parcial,Nick Azure,5.8
Biology,Examen Final,Nick Beige,4.666666666666667
Biology,Examen Final,Nick Black,4.866666666666666
Biology,Primer Parcial,Nick Blue,6.5
Biology,Segundo Parcial,Nick Brown,4.333333333333333
Biology,Primer Parcial,Nick Cyan,4.2
Biology,Primer Parcial,Nick Davis,4.933333333333334
Biology,Segundo Parcial,Nick Gray,4.3
Biology,Primer Parcial,Nick Green,4.5
Biology,Primer Parcial,Nick Indigo,4.766666666666667
Biology,Segundo Parcial,Nick Johnson,5.166666666666667
Biology,Primer Parcial,Nick Magenta,5.366666666666666
Biology,Primer Parcial,Nick Orange,4.8
Biology,Segundo Parcial,Nick Pink,4.666666666666667
Biology,Examen Final,Nick Purple,5.233333333333333
Biology,Segundo Parcial,Nick Red,5.633333333333334
